video_id,account,publish_date,publish_time,topic_category,topic_angle,format,hook_text,hook_model,duration_seconds,word_count,views,retention_5s,completion_rate,like_count,comment_count,share_count,favorite_count,like_rate,share_rate,performance_tier,pillars_used,is_repeat,has_script,script_text,video_url,video_title,is_hidden,notes
387,米娅抖音,2025-04-20,,权益加班,想当护士多干活加班替,口播,想当护士多干活 加班替班 不好意思 那请折现 我在德国医院心内科做护士 合同规定 我每周工作时长是38.5个小时,B_数字冲击,60,297,80,39.56,8.79,0,0,0,,,,D,"P1,P2,P4,P5",FALSE,TRUE,"想当护士多干活
加班替班
不好意思
那请折现
我在德国医院心内科做护士
合同规定
我每周工作时长是38.5个小时
护士擅自加班是违法的
如果被动加班
要么给护士补休
要么补钱
我们科有28张病床
21个固定护士
就这人手
还是严重不足
早班超过20个病人
至少要配备5名护士
另外不能加床
也不能多收病人
下了夜班
当天算休息
必须休不是白夜休三班倒
而是下了夜班
至少排两三天的休息
这21个护士
就显得少之又少了
来德国7年了
我一共替班的次数呀
两个手都能数得清
碰到人手不够
护士长会在工作群里面说
打扰大家了
明天缺个护士
谁愿意来呀
要是实在人手紧缺
没有人愿意替班
那就只能锁病床
或者是找兼职护士了
在德国
护士长临时通知加班
护士是有权拒绝的
不用随叫随到
哪怕到岗一分钟
都有一分钟的工钱",https://www.douyin.com/share/video/7494949900224957706/?mid=7494950447434844978,只要钱到位 一切好说！#德国护士 #护士工资 #护士日常 #护士懂护士,否,
388,米娅抖音,2025-04-26,,权益加班,护士不用被叫班不用英,口播,护士不用被叫班 不用英文叫班 不用床旁交接 不用交接物品 那该怎么叫 我在德国心内科做护士 普通班8小时工作制,其他,46,235,76,37.65,10.59,1,0,0,,1.32,,D,"P3,P6,P7",FALSE,TRUE,"护士不用被叫班
不用英文叫班
不用床旁交接
不用交接物品
那该怎么叫
我在德国心内科做护士
普通班8小时工作制
夜班10个小时
每两个班次之间
都有半个小时
到1个小时的重合
专门用来交接班
交班时间算工时
换衣服的时间也算工时
交接班的同事坐在休息室里
人手一张交班纸
上面有病人的基本信息
和病情不用床旁交班
也不用被交班
更没有让我害怕的早间提问
和检查
室里面所有的医疗耗材
像体温计血压计等等
不用咱们护士耗时耗力去数
去算
东西丢了或者不够用了
医院也不会追究护士的责任
重新订购就好了
终于呢我
摆脱了
被耗材数量支配的恐惧",https://www.douyin.com/share/video/7497495394030488841/?mid=7497495424098454281,护士交班四不用 #德国护士 #护士交班 #护理部 #护士懂护士 #护士,否,
389,米娅抖音,2025-04-28,,休假病假,病假,口播,一到换季 我们科室就有好多护士 同时请假上班 人手又紧急告缺了 在德国做护士 每个人每一种病 小到感冒咳嗽,D_冲突事件,69,397,82,48.89,10.0,0,0,0,,,,D,P12,FALSE,TRUE,"一到换季
我们科室就有好多护士
同时请假上班
人手又紧急告缺了
在德国做护士
每个人每一种病
小到感冒咳嗽
大到手术住院
一年都能有6周的全薪病假
病假不扣钱
还会有额外的病假补
刚到德国的时候
真的不好意思请病假
觉得自己
是在给护士长添麻烦
给同事增加工作负担
但后面才发现自己太笨了
这样想真的是大错特错呀
我们医院3天之内的病假
根本就不用给假条
直接给科室打电话
说一下自己病了
然后病到什么时候就OK了
甚至你知道吗
我有一个德国同事
他每次完年假之后
必须再病上一周
每一次都病一周
我都想不通他为什么会病
他明明度假了
都去玩了
怎么会病呢
更可笑的是
有些同事就为了搬家等快递
他就请病假了
而且还是一次性请了两周
这真的也是医院缺人手
不止退你
咱作为护士
请完假后工作
病人都不用操心呢
找兼职护士也好
锁病床也好
医院自会有安排
我们要做的就是好好的养病
等到彻底痊愈了再来上班
带病上班
等于把病毒传染给同事
和病人而且
也是对自己的健康不负责
是会被护士长
或者是同事赶回家的",https://www.douyin.com/share/video/7498300967889325349/?mid=7498301244407171881,护士带病上班 属于没苦硬吃！#没苦硬吃 #没活硬干 #德国护士 #护士病假 #护士懂护士,否,
390,米娅抖音,2025-04-30,,夜班,我在心内科病房我们的,口播,我在心内科病房 我们的夜班 是10个小时工作制 其他班次7.7个小时 全科28张病床 夜班只有两名护士 夜班虽然时间长,其他,59,294,156,41.85,13.04,2,0,0,,1.28,,D,P1,FALSE,TRUE,"我在心内科病房
我们的夜班
是10个小时工作制
其他班次7.7个小时
全科28张病床
夜班只有两名护士
夜班虽然时间长
护士少但是病人都在睡觉
所以对应的活就不多
隔壁科室普通内科病房
护士夜班大多都没有什么活
一般都是串科室
唠嗑聊八卦
每次做完第二趟巡视
一两点钟的时候
隔壁科室的同事
就爱跑到我们科来聊天
大家一起坐在厨房喝点咖啡
喝点茶再聊聊医院的八卦
甚至
我们还一起在夜班做饭吃
不用担心病铃按铃的情况
隔壁科病人按铃了
我们这里也能听到
方便及时跑铃
每个夜班巡视三趟
做完发药配液护理记录
就基本没啥事情了
三四点钟的时候再各回各科
准备第三趟的巡视
再写写护理记录
就等6点下班了
工作做完
追追剧聊聊天都可以
没有检查
没有护理部
夜查房护士有自己的空间",https://www.douyin.com/share/video/7498938033530588425/?mid=7498938392135191308,这样的夜班多给我来几个#德国护士 #护士夜班 #护士懂护士 #德国日常 #护士,否,
391,米娅抖音,2025-05-02,,夜班,姐妹们我们科室新来了,口播,姐妹们我们科室 新来了一个00后的护士 直接给我上了一课 我们医院新护士 每个人的试用期都是6个月,其他,50,282,2643,63.55,14.68,16,0,2,,0.61,0.08,D,,FALSE,TRUE,"姐妹们我们科室
新来了一个00后的护士
直接给我上了一课
我们医院新护士
每个人的试用期都是6个月
前三个月会有人带着你上班
她表现的一直都很不错
三个月过去
终于轮到她自己顶班了
她这时候去跟护士长说
护士长你在排班的时候
不要给我排夜班
我不想熬夜
一上夜班
白天我的睡眠质量特别的差
晚上上班的时候状态不佳
真的是惊呆我了
如果是我
刚到一个新的医院上班
作为一名新人
我肯定是唯命是从
好好的表现一番
他这么直接
还真是让我没有想到
如果护士上班的时间
班次都可以自由的选择
无论是全职兼职
还是只上白班
或者是只上夜班
只要提前和护士长提出申请
就OK了不强制不PUR
更不会被穿小鞋
这样的职场
这样的护士和这样的护士长
你觉得怎么样嘞",https://www.douyin.com/share/video/7499042407007227187/?mid=7499042979336702746,护士整顿职场具象化#护士懂护士 #护士#德国护士 #护士日常 #护士排班,否,
392,米娅抖音,2025-05-04,,夜班,我在德国医院心内科护,口播,我在德国医院心内科 护士想上什么班 上不上夜班都是自己决定 一个月上4天6天8天都可以 想上啥班直许愿,其他,45,216,1145,50.12,22.56,-13,0,7,,-1.14,0.61,D,"P3,P4,P6,P7,P20,P28",FALSE,TRUE,"我在德国医院心内科
护士想上什么班
上不上夜班都是自己决定
一个月上4天6天8天都可以
想上啥班直许愿
护士长会提前安排
我在普通心内科
每个班次7.7个小时
夜班10个小时
交接班
换衣服都算作工作时间
从踏进医院起就开始拿工资
德国本土人
很少有为了多赚钱
熬夜班三班倒的
大多数都是做兼职
他们认为
没有必要为了工作
牺牲自己的时间和生活
德国护士工资按小时算
时薪23欧
我每周工作38.5个小时
一周能赚800多欧
和7,000多人民币
上多少班赚多少钱
没有考试检查
没有护理部考核抽查
不分编制和童工
大家都是同等待遇",https://www.douyin.com/share/video/7499042663652527386/?mid=7499043182194281254,让我留在德国打工的几点小原因#德国护士 #护士出国 #护士懂护士 #护理,否,
393,米娅抖音,2025-05-06,,权益加班,强制休息,口播,我的德国护士长 最讨厌这两种护士 尤其是总磨磨蹭蹭不下班的 就是想蹭加班费 德国护士工资按小时算,其他,49,255,745,59.6,30.68,3,0,0,,0.4,,D,P4,FALSE,TRUE,"我的德国护士长
最讨厌这两种护士
尤其是总磨磨蹭蹭不下班的
就是想蹭加班费
德国护士工资按小时算
像我每周工作38.5个小时
每个班7.7个小时
中间有半个小时的强制休息
如果那天真的很忙没有休息
护士长就要给记工时
算加班费
碰见下班还赖着不走的
护士长就会说哎呦喂
你赶紧下班吧
还有什么活没干
交给下一班的人就行
快走快走
平时就算是你临时赶上
收个病人呢
也是只把病人带到病房
没有下班
开会临时考核
一到点全跑了
另一种有假攒着不休的
更让他崩溃
我们护士长经常说
赶紧把年假休完吧
别再拖了
再不休我就给换钱了哈
不怕你不休假
就怕你不休
咱们护士早早把年假安排完
他就轻松了",https://www.douyin.com/share/video/7501268958964714789/?mid=7501269588966214450,这两种护士千万别被护士长逮到#护士懂护士 #护士加班 #德国护士 #护士日常,否,
394,米娅抖音,2025-05-08,,休假病假,我在德国8年了大多数,口播,我在德国8年了 大多数的病人还是很友善的 而且 很多病人都会给护士小费 表示感谢 或者是手写一张感谢卡,其他,51,281,1094,51.19,15.1,4,0,0,,0.37,,D,P23,FALSE,TRUE,"我在德国8年了
大多数的病人还是很友善的
而且
很多病人都会给护士小费
表示感谢
或者是手写一张感谢卡
小费的话一般20-50欧不等
虽然钱不多
但这是对我们护士工作
认可的一种方式
但是偶尔也会遇到特殊情况
之前有一个同事
在护理精神有问题的病人时
打了一巴掌
他立即停下手头的工作
去找领导了
当天就在家庭医生那里
拿到了两周的带薪病假
而且后来
那个病人
还被强制转到精神病院去了
大家觉得这种做法合理吗
会不会有点太夸张了
其实不只是这样
在德国
对护士辱骂或者施暴的行为
都会被罚款
甚至是判刑
法律规定
护士被病人或者是家属打骂
造成的护士身体和精神伤害
的最长
可以获得6个月的带薪病假
和身体损失费
不过
这种事最好还是别发生了哈",https://www.douyin.com/share/video/7502013721963810100/?mid=7502014611374623507,不惹事 也不怕事😥#德国护士 #护士懂护士 #护士规定 #护士日常,否,
395,米娅抖音,2025-05-10,,护士证路径,我是国内中专学历来德,口播,我是国内中专学历 来德国做护士有8年了 中国护士证对照德国护士证 含金量持续飙升 中国护士到德国 不用再重新读书,C_共情痛点,49,228,33933,70.04,29.68,286,19,311,,0.84,0.92,C,"P21,P22,P23",FALSE,TRUE,"我是国内中专学历
来德国做护士有8年了
中国护士证对照德国护士证
含金量持续飙升
中国护士到德国
不用再重新读书
不用从头学起
学了德语
拿到认证
可以走公签来做护士
中专大专本科都可以
这也是中专毕业的我
选择来德国的原因之一
我是18年来到的德国
那时候
护士最低工资才2,400多欧
然后22年涨到了2,800多
23年涨到了2,900多
24年一下子涨到了3,305欧
工资水平
直接上升了好几个等级
之前护士工作满5年
才可以拿到永居
现在满3年就可以拿了
从开始的配偶子女能随迁
到现在
父母及伴侣的父母也能随迁
一起来到德国
一人上社保
全家享受免费医疗免费教育",https://www.douyin.com/share/video/7502377246456286516/?mid=7377855920184133695,能在德国这么久 全靠我这护士证~#德国护士 #护士懂护士 #护士证,否,
396,米娅抖音,2025-05-14,,工资收入,工资,口播,护士长提问护理部检查 简直就是噩梦 我在国内实习过工作过 最怕的不是抢救 不是扎针 而是护理部的不定时查房,E_三连否定,56,320,1370,60.87,22.36,7,0,1,,0.51,0.07,D,,FALSE,TRUE,"护士长提问护理部检查
简直就是噩梦
我在国内实习过工作过
最怕的不是抢救
不是扎针
而是护理部的不定时查房
因为当时在我们医院
查出一处不合格
不但扣分
还要被罚款
我请问呐
我当时的工资只有3,500
谁受得了这么罚
到了德国我才发现
原来护士长和护理部
竟然是给护士撑腰的
遇见找事的病人
护士长永远是第一个冲上去
护士讨公道的
护理部也并不会检查
我们护士
甚至都很少见到他们
像我们医院的护理部
只有正副主任两个人
有事就出来替科室解决问题
没事就见不到人
护士做什么美甲
染什么发色
纹什么纹身
根本没人管
那完全是你的自由
不用定时巡视病房
更没有人来检查你
到底有没有巡视
要保障病人病情稳定
好好休息就可以了
对于咱们护士来讲
本身的工作压力
就已经够大了
如果再时刻操心着被检查
被提问那心里
真的是承受不了那么多",https://www.douyin.com/share/video/7504240651756719410/?mid=7504241164729207563,做护士每月就挣3500，还要扣我钱！真不敢想是怎么熬过来的 #护士懂护士 #护士日常 #德国护士 #护士 #专科护士,否,
397,米娅抖音,2025-06-03,,夜班,夜班时候病人自己顺窗,口播,夜班时候 病人自己顺窗户跳下去了 发生这么大事 我还以为 我同事的护士生涯 就此结束了 对一个小年轻来说,其他,47,286,33147,62.52,10.02,444,-6,36,,1.34,0.11,C,,FALSE,TRUE,"夜班时候
病人自己顺窗户跳下去了
发生这么大事
我还以为
我同事的护士生涯
就此结束了
对一个小年轻来说
他就说我心里害怕
承受不住啊
同事怕他出了内心的疾病嘛
会去安慰那个小年轻
叫他不要去太多想这个事情
不要去管他啊
发生这么大事
这不应该属于
重大护理不良事件吗
德国那边
没有发现
哪个科室
有个什么护理不良事件
记录本上面没有这个概念
包括病人要是说夜班摔倒了
留置针还是尿管什么拔掉了
那拔掉了你就正常的记录
通知下医生
然后第二天交班的时候
说一声就OK了
那护士长不会怪你吗
护长是哪有那么多时间去管
你两个护士
照顾那个28个病人的时候
有时候就是照料不到的呀
有些病人
他晚上就是说
发生了
大家都没有想到的事情
那为什么怪你呢对吧",https://www.douyin.com/share/video/7511663488557665576/?mid=7511664010698165011,护士夜班碰上病人跳楼...简直想都不敢想 #护士懂护士 #护士日常 #护士夜班 #护士 #德国护士,否,
398,米娅抖音,2025-06-06,,权益加班,我在德国医院心内科做,口播,我在德国医院心内科做护士 我们科室一共有28张病床 21个固定护士 再加3个护士助理 和护士学生 早班至少5个护士,其他,53,273,5907,40.9,15.04,33,-2,7,,0.56,0.12,D,"P1,P2,P3,P7,P20,P28",FALSE,TRUE,"我在德国医院心内科做护士
我们科室一共有28张病床
21个固定护士
再加3个护士助理
和护士学生
早班至少5个护士
晚班4个护士班
两个护士有严格的互换比
不多设病人
不加床相反
护士人手紧缺
科室还会锁病床
因为
如果超出规定的互换比例
医院就会被罚钱
这是我们的排班
n是夜班
f是早班
s是晚班
夜班10个小时
其他班次7.7个小时
除了早班的护士
我们还有秘书
负责病人出入院的管理
检查护理记录等
如果有病人需要做心电图
入学检查
或者是手术
也有专门的岗位人来负责
所以护士职责划分的特别细
我们可有专职夜班护士
所以
我可能隔一个月才能巧
在夜班上
德国护士不能超时
超负荷工作
什么班次做什么活
没有考试
没有检查
休息时间没人管你在干嘛",https://www.douyin.com/share/video/7512777064354450699/?mid=7512777091138800434,中国护士vs国外护士，排班上也有很大的不同 #护士懂护士 #德国护士 #护士排班 #护士 #德国生活,否,
