video_id,account,publish_date,topic_category,topic_angle,hook_text,script_text
172,抖音官号,2025-03-18,护士证路径,做护士不考试不比职称,做护士不考试 不比职称 没有护理部检查 这不得爽翻天了 我现在在德国医院的心内科 28张病床 21个固定护士,"做护士不考试
不比职称
没有护理部检查
这不得爽翻天了
我现在在德国医院的心内科
28张病床
21个固定护士
德国护士的常态
我只总结了两个字松弛
在德国做护士7年多了
考下德国护士证之后
我就跟考试彻底拜拜了
科室考试院里考试
护理部考试
通通都没有
大查房小查房
节假日查房根本不存在
偶尔会有一次开会
培训也是自愿参加
不强制
如果护士想要自己进修学习
所占用的时间
会算作工作时间
正常发工资
没有护士长
和护理部的检查
护士染什么颜色的头发
纹什么样的纹身
都可以按照自己的喜好来
平时见护理部一面都很难
更别说迎接他们的检查了
大家只要做好本职工作
就好了"
173,抖音官号,2025-03-19,其他,明明是医生下错医嘱护,明明是医生下错医嘱 护士却被病人臭骂了一顿 护士 前要面对患者的区别对待 后要承担背锅重任 当背锅侠是常有的事情,"明明是医生下错医嘱
护士却被病人臭骂了一顿
护士
前要面对患者的区别对待
后要承担背锅重任
当背锅侠是常有的事情
我就经历过这么一件事情
之前我们科
就住了一个70多岁的男病人
他得了铁过敏症
也叫血色病
他自己就是医生
知道这种病不能补铁
但管床医生
还是下了静脉补铁的医嘱
因为德国护士没有10知道
7掌握所以
就遵医嘱给病人输液去了
病人看到
我们要给他静脉补铁
当然就愤怒起来了
把我们护士就说了一顿
德国护士没有义务检查医嘱
没有双人核对三查八对
大多都是直接按照医嘱执行
说难听点
即使是医生下错了医嘱
护士执行了
也不用护士承担责任
当然这种事还是很少遇到
国内的三查八对虽然步骤多
却也是多了一份保障"
174,抖音官号,2025-03-21,权益加班,99%的德国护士都没,99%的德国护士 都没有上过大专本科 更多的是通过职业培训后 到医院做护士 所以对德国医院来说 咱国内的中专,"99%的德国护士
都没有上过大专本科
更多的是通过职业培训后
到医院做护士
所以对德国医院来说
咱国内的中专
大专本科没什么区别
不会因为学历的高低
把护士分为三六九等
不管是大医院还是小医院
大家都享受同等的待遇
同工同酬者多劳
因为怕麻烦
我们
护士长从来不要求我们加班
甚至到点就催着我们下班了
有明确法律规定
德国护士平均每周工作时间
不能超过40个小时
超出规定时间
医院必须及时补偿
护士要不补休
要么补钱
否则医院就违法了
科室的排班
是根据
护士的意愿和时间来商量的
谁不想上夜班
谁不想上早班
只要提前和护士长打好招呼
一般呀都能实现选班自由
如果大班的护士临时请假
医院会根据规定的互换比例
及时安排找兼职护士
或者是锁病床"
175,抖音官号,2025-03-22,夜班,很多外行们眼里的铁饭,很多外行们眼里的铁饭碗 工资高还轻松的护士 夜班是怎么上的 一个夜班长达12个小时 中间每两个小时要巡视一次,"很多外行们眼里的铁饭碗
工资高还轻松的护士
夜班是怎么上的
一个夜班长达12个小时
中间每两个小时要巡视一次
一晚上最少都要跑6趟
即使这么多活
还很有可能五六十张病床
只有一个护士上夜班
遇到晚上发烧
抢救的突发情况
更让人头疼
我在德国做护士有7年了
很多伙伴好奇问我
德国的护士夜班
到底是怎么样的呀
你为什么那么喜欢上夜班呢
德国护士夜班
跟国内有很多不一样
比如说
我们是8个小时工作制
夜班却是10个小时
中间有强制性的休息
休息期间离开科室
都是没有问题的
我在心内科
一般病人没有特殊情况
最多是跑三趟
我们科室
病床已经超过了20张
所以我们必须要有
两个正式的护士
来值班
抢救的话医院会有抢救小组
都是由他们来完成
不好的一点就是
这边没有家属陪床
病人的吃喝拉撒
都全靠砸护士"
176,抖音官号,2025-03-24,护士证路径,我在德国做护士工资起,"我在德国做护士 工资起薪3,300多欧 大概是2万多人民币 医疗免费 教育免费 失业了能领失业金 没有考试","我在德国做护士
工资起薪3,300多欧
大概是2万多人民币
医疗免费
教育免费
失业了能领失业金
没有考试
检查护理不良事件的压力
不用卷学历
不用卷年龄
不用卷经验
更不用担心失业
证在手相当于你挑工作
而不是工作挑你
没有学历门槛
即使我只是中专护士
也照样吃香
只要有护士证
不分中专大专还是本科
都能找到差不多的工作
没有年龄教育
前两天我们科还跳槽
来了一个40多岁的老护士
医院不挑高矮胖瘦
长得好不好看
有没有才艺
这些都不重要
哪怕你30岁入行
一样受欢迎"
177,抖音官号,2025-03-25,夜班,我在德国内科病房做护,我在德国内科病房做护士 4月份的排班出来了 我要上15个大夜班 对你没听错 一个月要上15个夜班 每个夜班10个小时,"我在德国内科病房做护士
4月份的排班出来了
我要上15个大夜班
对你没听错
一个月要上15个夜班
每个夜班10个小时
加起来就是150个小时的夜班
这是我的排班表
n是夜班
没有国内的下夜休
早上6点半下班回家休息
一个白天除去通勤时间
在家休息不到12个小时
晚上八点半
直接来上第二个夜班
这样子反复8个
一直上到4月9号
早上休息7天
十七号再开始上7个夜班
然后下夜班休息6天
这一个月就过完了
我在的是心内科
我们科室一共有28个床位
最近全部住满了
我们夜班
一直是至少要安排
两个护护士一起上
因为德国卫生部要求
心内科住院病床
只要超过20张
必须安排两个正式护士值班
不然就会处罚医院
所以是两个人的夜班
一个月上15个
每个夜班额外补贴500多块钱
没有下夜休休
这样的夜班
姐妹们你们能上几个嘞"
178,抖音官号,2025-03-26,权益加班,我在德国做护士区别于,我在德国做护士 区别于国内大部分的医院 都是下了夜班休三五天 或者是连上连休 比如说连上3个夜班 连休3天 我们科室,"我在德国做护士
区别于国内大部分的医院
都是下了夜班休三五天
或者是连上连休
比如说连上3个夜班
连休3天
我们科室
因为护士长排班的习惯
基本上都是年上年休
保证下夜班的护士
休息时间都不少于3天
绝大多数都是集中排班
一次赚个够
一次休个够
下夜班之后也没有开会检查
没有培训
到点就走
加班快的话还能提前走
我在心内科
28张病床
两个固定护士
不用定点巡视病房
也没有治疗检查
夜班每个小时补贴4欧多
不用纳税
一个夜班净收入2,000人民币"
179,抖音官号,2025-03-28,工资收入,工资,护士工作出错 护士长不批评 她反而不当回事 这边真的犯错之后 没有通过批评啊 扣工资或者是张着 全科室的人过来,"护士工作出错
护士长不批评
她反而不当回事
这边真的犯错之后
没有通过批评啊
扣工资或者是张着
全科室的人过来
责骂你这种的
最近
不是那个穆斯林的斋月节
我们科有一个同事
他是很虔诚的一个信徒
真的白天是不吃不喝
就连水都不喝的
他跟我还有护士啊
我们一起上晚班的时候
他就是给那个出血管
贴标签的时候
好几个都给他贴错了
红管的贴了白色的条
白管的又贴了绿色的条
他贴条的时候
把那个空白的地方
也没有留出来
导致于
第二天我们过来交班的时候
周琦的同事跟我们说
昨天我们把好几个管
都给他弄错了
他没有把空白的地方漏出来
那导致于抽血的同时
他不知道能抽到多少血吗
实验室也给我们打电话说
怎么这个啊
红管是贴的白条嘞
然后白管又贴的玉条嘞
部长也没有说
当着我们的面特别责怪的
那个同事
就是笑了下
哎
肯定是因为他那个斋月节
不吃不喝
然后精神比较恍惚
就出错误了"
180,抖音官号,2025-03-29,权益加班,在德国做护士千万别像,在德国做护士 千万别像在国内那么卷 说实话我在德国工作7年多 还是不适应 今天我就晚了5分钟 他就过来催了,"在德国做护士
千万别像在国内那么卷
说实话我在德国工作7年多
还是不适应
今天我就晚了5分钟
他就过来催了
你怎么还没走啊
你在忙啥呢
德国医院不会因为你加班
就表扬你
护士擅自加班是违法的
是给护士长添麻烦
生病呢不能坚持上班
因为是对自己的不负责
更是对病人
对同这都不负责
有次我感冒比较严重
去上班
愣是被同事撵回家了
刚来德国那几年
我是不敢按时下班的
后来发现
护士长都是提前一年
会让护士安排自己
明年的年假
什么时候休
怎么休甚至连休30天
只要班上有人
护士长都不管"
181,抖音官号,2025-03-30,权益加班,德国护士不限学历不限,德国护士不限学历 不限身高长相不限工作经验 不用加班 不用演讲汇报 更不用应对考试检查 我在国内中专毕业,"德国护士不限学历
不限身高长相不限工作经验
不用加班
不用演讲汇报
更不用应对考试检查
我在国内中专毕业
在德国做护士有7年了
还有30多天的带薪年假
和6周的带薪病假
医院不加床
科室最多收28个病人
不超负荷工作
下班后可以关机去旅游
去度假很多伙伴问我
德国护士听起来很好
为什么
德国自己人不愿意干啊
我们科有20多个护士
有5个人是德国人
我觉得他们对于工作的追求
轻松是最重要的
他们从出生全家免费医疗
免费教育
失业的话有救济金
养孩子的话还有儿童福利金
生活没有压力
普通人各行各业的待遇
差距都不会特别大
护士工作相对辛苦
不会成为首选
因为他们有更好的选择"
182,抖音官号,2025-04-01,工资收入,来德国后才发现原来护,来德国后才发现 原来护士部考试没检查 没有学历的要求 是真实存在的 德国护士找工作 卡学历卡年龄卡身材卡长相,"来德国后才发现
原来护士部考试没检查
没有学历的要求
是真实存在的
德国护士找工作
卡学历卡年龄卡身材卡长相
是被看作对护士的歧视
护士的法定工作时间
是8个小时
连续工作不能超过4个小时
中间必须休息
没有考试
检查凭比汇报
更没有权利对护士罚款
病人不是消费者
护士也不是服务员
原来实习护士的工资
可以有七八千人民币
实习的目的就是为了学习
而不是来做免费牛马
所有付出都应该有所回报
都不应该是免费劳动力"
183,抖音官号,2025-04-03,夜班,德国护士这波操作有多,德国护士这波操作有多逆天 夜班想上就上 不想上就拒绝 德国护士的夜班 其实是很抢手的 我们医院夜班10个小时,"德国护士这波操作有多逆天
夜班想上就上
不想上就拒绝
德国护士的夜班
其实是很抢手的
我们医院夜班10个小时
每小时补贴4欧
如果你不想上夜班
只需要提前和护士长申请
就可可以不想上就拒绝
安排病假
不扣工资
医院还返给钱
德国护士有6周的带薪病假
6周内不但不扣钱
很多医院还会额外的给补
铁自从来了德国
再也没有带病坚持上班过了
哪怕是普通感冒
也会请假
下班到点就走
不看手机
不回短信
德国护士上班和下班
真的分得很清
每周工作38-40个小时
不加免费的班
没有随时待命
没有无偿备班
休息时间不回工作短信
不接领导电话才是正常的"
184,抖音官号,2025-04-04,休假病假,病假,为什么德国人对护士的规定 总是角度倾斜 在德国很少见到 五六十张病床的大科室 我在心内科有28张病床,"为什么德国人对护士的规定
总是角度倾斜
在德国很少见到
五六十张病床的大科室
我在心内科有28张病床
已经算是比较多的了
如果遇到同事休病假
休年假的情况
护士人手不够
只能找临时兼职的护士
或者直接锁病床
医院不存在加床的操作
如果超出了规定的互换比
医院就会被罚钱
即使病人再少
甚至只有一个病人
我们护士的工资
都不会受影响
德国医院
没有科室绩效的概念
就算整个医院
一个病人也没有
大家工资都照样拿
当然没有病人的情况
还是很少出现"
185,抖音官号,2025-04-08,夜班,姐妹们我这上着夜班突,姐妹们我这上着夜班 突然想到一个问题 这医院里三四十岁的护士 除了当上领导 还有什么其他出路嘞 我现在在德国医院,"姐妹们我这上着夜班
突然想到一个问题
这医院里三四十岁的护士
除了当上领导
还有什么其他出路嘞
我现在在德国医院
目前的这个科室
有很多四五十岁的老同事
最大的是63岁了
什么年龄干的活都一样
无论是照顾病人
还是说三班倒
甚至啊还有在上夜班的
像我现在大班的这个
同是50岁
大家可能会说
年纪这么大了
天天熬夜班
身体受得了吗
其实啊在德国这边
每一个全职的护士
每年加起来
都有150多天的假期
多的能有半年
而且这还没有加上病假
或者孩子生病
当然在这边上班
班次是可以自己选的
你可以选择上夜班
你也可以选择不上夜班
或者啊你干脆做兼职
每个月来个几天就行了
6天8天都可以
无论是全职还是半职
合同都是终身制的
只要自己不辞职
没有犯什么大的错误
医院都不会辞退你
再加上德国的人工成本很高
医院能用其他机械的
就不用护士上手
比如说防止压疮的床就不用
我们护士每一个小时
两个小时给病人去翻一次身
除了
协助病人完成日常的生活
护理
配合医生完成病人的治疗
计费挂架
考试考核通通都没有
我觉得啊
我们护士年资越高
越吃香才是
说实话我日常工作
少不了我老同事
对我的一个指导跟帮助
当天跟我搭班
如果有老同事在的话
我心里就是会很稳
在家医院里见到最大的护士
是多大的嘞"
186,抖音官号,2025-04-09,夜班,救命啊老铁们我正值着,救命啊老铁们 我正值着夜班 医院着火了 让病人给点了 今天晚上 我们楼下有一个科室 病房里面着火了,"救命啊老铁们
我正值着夜班
医院着火了
让病人给点了
今天晚上
我们楼下有一个科室
病房里面着火了
所有人都赶紧跑下去了
把病人从病房里面
赶紧转移出来
有人在病房里面吸烟
然后把那个氧气管给他点着
了应该火挺大的
因为我没有进病房看到
反正我去转移病人的时候
着火的病房的前面那个走廊
已经是挺烟雾迷浓的了
这是我在德国上班的
第8个年
这第一次碰到火警响了
见到这么多的警察
还有那个火警
一旦这个医院的火警报警器
被触发的话
是所有科室的警报铃
全部在响
相对应的
我们值班电话上面也会写着
哎赶紧赶紧
是那个火警报告了
那医院当班的医护人员
怎么处理这件事
值班医生跟前台的人说
赶紧
把我们从 110的急救系统
退出来
以后不要再接那个病人了
大家在医院里面住院的时候
真的不要在病房里面吸烟
病房里面有那个负压装置
和氧气
还有可能有其他的一些仪器
比如说心电监护呀
雾化器呀
或者吸痰器呀
所以真的不要在病房
你们吸烟
我们护士
给你们做健康宣教的时候
并不是说
为了完成我们的工作
而是真的为了大家的安全
对了姐妹们
如果这个事情是发生在国内
引发了火警
把病房的一些东西给它烧了
那这个病人会得到处罚吗
医院的领导会怪咱们护士
关于火灾防护的
一些健康宣教
没有做到位"
187,抖音官号,2025-04-10,夜班,专职夜班,"我们科有三个专职夜班护士 承包了全科的夜班 如果有些护士 一个夜班能赚2,000多块 被抢破头 我也只能靠","我们科有三个专职夜班护士
承包了全科的夜班
如果有些护士
一个夜班能赚2,000多块
被抢破头
我也只能靠
我们科的专职夜班
护士
去度假或者病假的时候
才能抢到
几个夜班
上从晚上8点半到早上6点半
工作10个小时
上5天休5天
上6天休6天
每年能比白班护士
至少多5天年假
35天的年假
虽然夜班要上10个小时
只有两个护士要管28个病人
但是不用时刻绷紧神经
紧张的抢救
即使发生紧急情况
也有专门的人处理
病人能踏实休息
才是护士最大的安心
下了夜班
我也不用去应付
那些乱七八糟的考试和检查
各位护士同行们
你们的医院
对护士夜班是怎么管理的嘞"
188,抖音官号,2025-04-11,工资收入,小费,我现在在德国做护士 让我最感动的一点是 在这里 护士是真的会被尊重 明天是周六 很多病人要出院 量血压的时候,"我现在在德国做护士
让我最感动的一点是
在这里
护士是真的会被尊重
明天是周六
很多病人要出院
量血压的时候
然后病人就说
我能不能先把这个给你
我明天要出院
这里是有时候病人出院
会给我们塞点小费
但并不是说
我们靠这个挣钱呢
而是那种感觉
你做的那些事情
都是有人记在心里的
哪怕是给病人翻个身
递杯水说句实话
和国内比其实差别蛮大的
在这边病人会主动对你说
谢谢你照顾我护士
感谢有你的存在
谢谢你
还在坚持做这份工作
有时候
还会给我们送张小卡片
那种被尊重被需要的感觉
特别的暖心
虽然我们每天挺忙挺累的
但也正是因为这种被理解
被尊重被需要
就让我觉得嗯
我们这份工作还是挺值得的
是有意义的"
189,抖音官号,2025-04-12,其他,护士家人们你们在医院,护士家人们 你们在医院上班 遇到过最奇葩的事是什么 我在德国做护士 这几年 遇到过各种大无语事件 一个80多岁老爷爷,"护士家人们
你们在医院上班
遇到过最奇葩的事是什么
我在德国做护士
这几年
遇到过各种大无语事件
一个80多岁老爷爷
让我们帮他洗他的脏衣服
同事看他没有家属
好心请洗衣房的人帮他洗了
事后
他非说自己丢了几条裤子
一条两三百欧
让我们赔
科是咋解决的
咋解决肯定不赔呀
谁没事会拿他的裤子
虽然德国医院没有摄像头
遇到这种情况
说不清道不明的
但是如果有病人胡搅蛮缠
护士也不会妥协
科室领导和护市长
也会第一个出马
解决问题
在德国有免费医疗
看病不花一分钱
所以护士和病人之间
很少存在矛盾
护士有权利
拒绝病人的无理要求
没那么多敏感和复杂
大家都遇到过什么
离谱的病人"
190,抖音官号,2025-04-13,夜班,我们科年轻护士平均每,我们科年轻护士 平均每1到2个月 才能上三五个夜班 如果不是 我提前跟护士长申请 我要上夜班 我喜欢上夜班,"我们科年轻护士
平均每1到2个月
才能上三五个夜班
如果不是
我提前跟护士长申请
我要上夜班
我喜欢上夜班
几乎很难轮到我
在德国
只上夜班的护士很多
因为跟国内护士夜班
还是有很大差异的
德国的医院主张
晚上就让病人好好休息
能做的治疗都安排在白天了
而且德国输液很少
一晚上也就几瓶水
工作比白天少
但工资却能拿到日薪的120%
或者到130
像我
上夜班和不上夜班的差距
至少是300欧
也就是差不多2,400 人民币
除此之外
在我30天带薪年假的基础上
每上个10个夜班
会额外再给一天年假
我们科室28张病床
两个护士
夜班的工作量
除了最多巡视3趟以外
就没什么其他的工作量了
这样的夜班规定
在我们科不抢的话
真的排不上"
191,抖音官号,2025-04-14,权益加班,强制休息,德国护士 平均每天的工作时间 不超过8个小时 是由法律来规定 一到下班点 护士就火速走人 我们科室早班晚班7.7个小时,"德国护士
平均每天的工作时间
不超过8个小时
是由法律来规定
一到下班点
护士就火速走人
我们科室早班晚班7.7个小时
夜班10个小时
中间会有45分钟强制休息
在德国任何护士
都不能连续6个小时以上
的工作绝大多数护士
都没有上过大学
基本都是读的职业培训
学有所用
所用是所学
精准对口
没有一点学历内卷
德国的护士除了全职之外
可以做兼职
每个月兼职2到3天
净赚520欧
合3,000多人民币
还不用上税爽
但如果超过520欧的话
就必须要上税了
主打就是你可以干
但不能多干"
192,抖音官号,2025-04-15,工资收入,"普通护士税后到手2,","普通护士税后到手2,500 究竟怎么活 先带大家来做个减法 看看我在德国 每个月开销有多少 我在德国都塞这里租房","普通护士税后到手2,500
究竟怎么活
先带大家来做个减法
看看我在德国
每个月开销有多少
我在德国都塞这里租房
平均价位在800欧左右
我租的房子属于中价位
每个月只需要500欧
平时上班都是做饭
有时还会蹭一份病号餐
休息时候
经常和朋友同事出去下馆子
平均每周至少一次
我对奢侈品也没啥概念
主打的就是吃喝玩乐了
所以
每个月吃饭社交加生活用品
500欧也就够了
还能存点小金库
我有记账的习惯
一年房租6,640 17欧
旅游1,300欧
在德国到手2,500的我
不能说过得有多好
但工作生活分开
每个月不用再抠抠搜搜的
对我来说
一切都在向前进
这是生活的理想态度"
193,抖音官号,2025-04-16,夜班,姐妹们我跟你们说真的,姐妹们我跟你们说 真的是奇葩医生哪里都有 这个是不分国度的 我这次上夜班 就碰到这么个事情 晚班同事跟我们说,"姐妹们我跟你们说
真的是奇葩医生哪里都有
这个是不分国度的
我这次上夜班
就碰到这么个事情
晚班同事跟我们说
6号房的病人血压很高
190多暂时没有给药
叫我们夜班人去巡视的时候
再复测一下
我一个小时去复测
复测之后血压还是190
就是降不下去
病人也问我们说那怎么办呢
我说
那我再给医生打个电话
看一下我们可以接下来
进行什么样的一个治疗
值班医生就嘟囔我们哎
你们为什么要去复测
我就说为什么不复测
我觉得就是这样的
病人血压高
我给了降压药
然后我就应该去复测的
医生他就不高兴了
他觉得说哎
为什么我们要去复
不负责
他就没有这个工作了
a excuse me你在值班
你拿着值班工资
病人有事情
我肯定是给你打电话
那肯定是你来做处理呀
对吧
虽然后面他叫我们再给
毫克的
卡德萨泰也就坦地沙坦
但是我们是同事
我不是你的下属
我也知道我应该干什么
虽然我没有上过大学
我只是职业培训出来的
但是该知道的
该了解的我还是知道
我不需要你一个医生跟我说
我应该做什么
我不应该做什么
我同事也很气愤
我这个月都是夜班
我上不了白班
我见不到科主任
然后我同事的话
他说等到他上白班的时候
见到科主任的话
一定会去向科主任投诉
说这样是不对的
那你手下的医生
为什么这样对我们
病人 190的血压你不去复测
你不去管他
万一如果这
个病人出什么事情了
值班医生会说
那是你们护士没有去服测呀
没有管好病人呀
跟我没有关系啊
无论是在德国
还是说在国内
咱们刚上岗的护理姐妹们
懂得保护好自己
不要就是说
去给别人承担后果"
194,抖音官号,2025-04-19,互换比管理,只身一人来德国做护士,只身一人来德国做护士 能适用吗 我在心内科科室 28张病床 21个固定护士 染头发纹花臂 戴首饰上班的护士随处可见,"只身一人来德国做护士
能适用吗
我在心内科科室
28张病床
21个固定护士
染头发纹花臂
戴首饰上班的护士随处可见
护士本身就是值得骄傲的
工作
对身高体型样貌都没有要求
自己怎么舒服就怎么打扮
除了这些
还还有一点
我觉得最最夸张
很多德国护士
连基本的扎针抽血都不会
在普通病房科室
这些
都划分在了医生的岗位
职责里刚来德国的时候
我真的很不适应
这么随便的工作状态
不过后来入乡随俗
慢慢学着松弛
再到现在的享受松弛
也是顺年度过
我和德国医院的7年之痒"
195,抖音官号,2025-04-20,夜班,护士工作中该学会保护,护士工作中该学会保护自己 我在上班的期间 大概碰到了3次病人 血压很高 我通知值班医生 值班医生说叫我要进推 乌拉地尔,"护士工作中该学会保护自己
我在上班的期间
大概碰到了3次病人
血压很高
我通知值班医生
值班医生说叫我要进推
乌拉地尔
翻译成中文的话
应该是乌拉地尔这个降压药
他叫我进推
进推都学过
肯定没有什么问题啊
但是在德国
至少我们医院是这样的
乌拉地尔进推
这个只能医生做
我们护士不可以做
所以说刚开始我不知道
然后我就去准备了嘛
后面我同事就过来了
跟我说啊
不不不
米雅这个东西你不可以推
不是我们护士应该干的活
乌拉地尔不是降压很快的嘛
如果说
病人发生什么情况的话
那到时候是你的责任
这个医生在害你
太不地道了
国内过来这边做护理的妹妹
也说一句
就是我们没有在德国这边
接受过一个系统的培训
德国这边有一些法律法规
或者是说有一些工作任务
你不是那么的明确
你不知道说这个事应该我干
还是说医生干
那你一定在工作当中
要多为你的同事
多跟同事交流
在国内怎么说呢
我们护理姐妹那什么全能的
啥都干啥都会干
但是在德国这边的话
有很多工作任务
是分给医生的
而不是分给你的
不要怕说得罪医生
或者是说
医生就是对你不满意
对你有意见
那不行原则的问题
千万不要退让"
196,抖音官号,2025-04-21,夜班,我现在在上4月的第1,我现在在上4月的第12个夜班 这个月我们会长 是给我排了15个大夜班 嗯你们没有听错 这个月我要上15个夜班,"我现在在上4月的第12个夜班
这个月我们会长
是给我排了15个大夜班
嗯你们没有听错
这个月我要上15个夜班
我们每个夜班呢是10个小时
一个夜班加上补贴下来的话
能有2,000多块钱
这个是我4月份的排班
8个夜班
然后休7天
现在4月中旬是上7个夜班
再休6天
连轴转
我在医院的心脏科室
我们科室一共是28个病床
是我们现有的一个
住院病人总数
虽然我们只有15个病人
不过
我们还是要两个人上夜班
因为
德国对于这边医院的规定
就是心脏科科室
只要病床超过20张
必需至少安排
两个真实护士
上班不能是护士助理
或者是实习生
不然医院就会受到处罚
我这个月
为什么这么多的夜班
就是因为
我们三个专职夜班护士
里面
有两个去度复活节的假了
所以这个月
我就接替了一个
专职夜班护士的排班
她的排班就是我
这种上7天休7天
上7天休7天的姐妹们
一个月有一半的时间
都在上夜班
没有下休休
这样的排班你们能上几个嘞"
197,抖音官号,2025-04-23,权益加班,德国打工人35小时工,德国打工人35小时工作制 正式生效了 一周只要上4天半的班 就是不知道 啥时候能轮到我们护士呀 我现在在德国医院,"德国打工人35小时工作制
正式生效了
一周只要上4天半的班
就是不知道
啥时候能轮到我们护士呀
我现在在德国医院
每周工作时间38.5个小时
除了周末和法定节假日
正常轮休以外
平均每天工作7.7个小时
中间
会有半个小时的休息时间
没休息够的话
领导会给补休或者是补钱
不过在德国
不加班
已经刻进了德国人的DNA了
除了必要的情况
否则绝不加班
即使是新入职的护士
也有30天带薪年假
但今年年初二三月份的时候
工会又组织护士去罢工了
因为大家想要涨工资
现在也有了好的结果
护士的最低工资
从现在的3,304欧
会涨到3,414欧
然后明年的5月1号开始
涨到3,510欧
德国的工会
是个很神奇的存在
如果其他行业
慢慢变成了35个小时工作制
那医生和护士
估计又会去罢工了
要求同等的待遇
这也是为什么
德国护士岗位不够的原因
既规定每周的工作时间
又对互换比例有要求
护士也就越来越排不开班了"
198,抖音官号,2025-04-24,工资收入,普通家庭的孩子学护士,普通家庭的孩子学护士 能翻身吗 我个人觉得话是能 很多人都说劝人学医 天打雷劈 尤其呀还是护理学 读书三四年 到头来,"普通家庭的孩子学护士
能翻身吗
我个人觉得话是能
很多人都说劝人学医
天打雷劈
尤其呀还是护理学
读书三四年
到头来
却是群众眼里的服务员
作为普通家庭出来的我
学护士
真的是改变了我的命运
今年
是我来到德国的第8年了
来到德国后我发现
在这边学历并不代表一切
家庭普通
不是关系户
也一样可以进大的医院
大家的待遇都有统一的标准
薪资是公开透明的
不会因为你没有背景
不会来事
不会巴结护士长就被扣工资
虽然我只有中专学历
但是我的工资和国内大专
本科过来的朋友们是一样的
我来自湖南的一个小山村
15年中专毕业
学历不高
也没有什么人脉
想进县里好的医院
根本没有门路
越小的地方竞争就越大
拼的就是关系
后面机缘巧合之下
知道
原来护士可以来德国工作
还不用重新读书
17岁中专毕业的我
19岁通过护士身份
来到了德国
去年我申请了德国的永居
年
已经拿到了德国的永居卡
永居到手
选择也就更多了
我可以继续做护士
也可以选择其他的行业
不受限制
享受跟德国人一样的
社会福利
生病住院不用花钱
上学也是免费的
没有教育医疗的压力
目前德国护士短缺
签的都是永久合同
没有失业的风险
如果对于金钱
没有特别的追求的话
我可以减少自己的工时
在德国待半年
再回国休假半年
挣欧元回国花
有钱有闲
这是我以前从来没敢想过的
故事让普通家庭出身的我
多了更多的选择"
199,抖音官号,2025-04-25,权益加班,哎我发现大家好像都对,哎我发现 大家好像都对夜班 特别的感兴趣啊 我上条视频发出来后 评论区都炸了 很多姐妹们和我说 她们在国内上夜班,"哎我发现
大家好像都对夜班
特别的感兴趣啊
我上条视频发出来后
评论区都炸了
很多姐妹们和我说
她们在国内上夜班
没有夜班费
或者就10块20块
50块最多的就是70块
听得我真的是心里一紧啊
我是在德国做护士
想跟大家分享一下
这边的夜班是怎么安排的
首先我们医院的夜班的话
是10个小时
中间是休息45分钟
这45分钟你想干嘛就干嘛
甚至可以离开科室
都没有问题
不用打卡
也不会扣你工时
到点下班不用床旁交接
物品交接
毒麻药交接之类的
然后就是夜班补贴
平时每个小时补贴4欧多
当然节假日还会更高
而且这个是不用纳税的
最觉得是我们医院
你每上10个夜班
会有一天额外的带薪年假
专职夜班护士
是上一周休一周
上一周休一周
听好了这个是真的很妙
如果他们在上班的那一个周
选择休一个周的年假
直接就是连休3周
你们没有听错
休一周年假等于连休3周
这种制度真的是太人性化了
不是熬夜还倒贴
而是让你上的有动力
住的有质量
护士也是值得被好好安排
和尊重的
姐妹们
你们那边的夜班是怎么上的
有没有补贴嘞
有没有调休年假这些制度
欢迎在评论区里面聊聊"
200,抖音官号,2025-04-26,其他,我的话是在德国已经做,我的话是 在德国已经做护士很多年了 现在 也在帮国内的护士朋友们 对接来德国工作的机会 很多姐妹们问我艾米呀,"我的话是
在德国已经做护士很多年了
现在
也在帮国内的护士朋友们
对接来德国工作的机会
很多姐妹们问我艾米呀
你在德国做护士
会不会遇到医疗纠纷
内互换关系紧张吗
其实说实话
我这么多年
基本上没有遇到过
那为什么在德国
互换关系会比较和谐嘞
觉得
真正让互换关系变得和谐的
是德国这套
人人都看得起病的医疗体系
在这里无论是感冒发烧
还是大病住院
绝大多数费用
都是由医疗保险公司承担
病人不会因为没有钱看病
而焦虑不远
医护之间
自然更容易建立信任与尊重
德国的医保覆盖范围非常广
哪怕是刚到德国
第一天的打工人
只要开始交社保
从第一天开始
你就可以和德国人一样
看病拿药住院
像住院的话
公保病人
每天只需要自付10欧
这10欧
还包括了你一天的三顿饭
你的咖啡茶水
其他费用都由保险报销
私立保险的就更方便了
基本一分钱都不用自己出
而且病人住院
也不需要排很久的队
更不需要去找关系
医生说可以住院
就可以直接安排
这让我们护士的工作节奏
也更加的顺畅
病人配合度高
情绪也稳定
整个工作环境相比国内
说句实话是很舒服的
另外像清洁送饭
周末消毒非护理类的工作
都是由专人负责的
咱们作为护士
只需要干好自己本职的工作
不需要什么都会
什么都干
所以我一直觉得
在德国做护士
不光光是收入和待遇的问题
更重要
的是尊重和职业成就感
还有一个真正健康
理性的医疗环境
工作氛围
大家觉得护士和病人
或者病人家属容易出现矛盾
都是因为什么原因呢"
